,MV,P,PE,VA,VO
2015-06-08,988.14,3.83,153.2,,
2015-06-15,988.14,3.83,153.2,,
2015-06-22,988.14,3.83,153.2,,
2015-06-29,988.14,3.83,153.2,,
2015-07-06,988.14,3.83,153.2,,
2015-07-13,988.14,3.83,153.2,,
2015-07-20,988.14,3.83,153.2,,
2015-07-27,988.14,3.83,153.2,,
2015-08-03,988.14,3.83,153.2,,
2015-08-10,988.14,3.83,153.2,,
2015-08-17,988.14,3.83,153.2,,
2015-08-24,988.14,3.83,153.2,,
2015-08-31,988.14,3.83,153.2,,
2015-09-07,988.14,3.83,153.2,,
2015-09-14,988.14,3.83,153.2,,
2015-09-21,988.14,3.83,153.2,,
2015-09-28,988.14,3.83,153.2,,
2015-10-05,988.14,3.83,153.2,,
2015-10-12,988.14,3.83,153.2,,
2015-10-19,988.14,3.83,153.2,,
2015-10-26,988.14,3.83,153.2,,
2015-11-02,988.14,3.83,153.2,,
2015-11-09,988.14,3.83,153.2,,
2015-11-16,988.14,3.83,153.2,,
2015-11-23,988.14,3.83,153.2,,
2015-11-30,988.14,3.83,153.2,,
2015-12-07,988.14,3.83,153.2,,
2015-12-14,988.14,3.83,153.2,,
2015-12-21,988.14,3.83,153.2,,
2015-12-28,988.14,3.83,153.2,,
2016-01-04,988.14,3.83,153.2,,
2016-01-11,988.14,3.83,153.2,,
2016-01-18,988.14,3.83,153.2,,
2016-01-25,988.14,3.83,153.2,,
2016-02-01,988.14,3.83,153.2,,
2016-02-08,988.14,3.83,153.2,,
2016-02-15,988.14,3.83,153.2,,
2016-02-22,988.14,3.83,153.2,,
2016-02-29,988.14,3.83,153.2,,
2016-03-07,988.14,3.83,153.2,,
2016-03-14,988.14,3.83,153.2,,
2016-03-21,988.14,3.83,153.2,,
2016-03-28,988.14,3.83,153.2,,
2016-04-04,988.14,3.83,153.2,,
2016-04-11,988.14,3.83,153.2,,
